Price,No. Beds,No. Baths,Area,Type_n,Region_n,Sub-region_n
4200000,3.0,3.0,1080.0,0,40,343
5040000,3.0,2.0,1120.0,0,10,197
5040000,3.0,2.0,1120.0,0,10,197
5040000,3.0,2.0,1120.0,0,10,197
10000000,3.0,3.0,1507.0,0,66,350
11025000,3.0,3.0,1200.0,0,22,89
4600000,3.0,2.0,950.0,0,40,340
4000000,2.0,2.0,650.0,0,40,347
2800000,1.0,1.0,600.0,0,40,284
28000000,3.0,4.0,1750.0,0,15,298
9000000,4.0,4.0,1700.0,0,43,231
75000000,4.0,4.0,3800.0,0,18,131
7540000,3.0,3.0,1450.0,0,43,427
11500000,3.0,3.0,1550.0,0,11,55
3520000,3.0,2.0,880.0,0,20,235
6750000,3.0,3.0,1350.0,0,40,11
10000000,3.0,3.0,1350.0,0,11,50
8250000,3.0,3.0,1500.0,0,40,11
5950000,3.0,3.0,1325.0,0,10,100
5870000,3.0,3.0,1305.0,0,10,100
5870000,3.0,3.0,1305.0,0,10,100
5870000,3.0,3.0,1305.0,0,10,100
10000000,4.0,3.0,1800.0,0,6,54
7000000,3.0,3.0,1100.0,0,1,52
12000000,3.0,3.0,1300.0,0,66,350
11000000,3.0,3.0,1450.0,0,66,374
10500000,3.0,3.0,1160.0,0,31,50
10200000,3.0,3.0,1140.0,0,31,50
4000000,2.0,2.0,750.0,0,43,427
3800000,2.0,2.0,750.0,0,43,427
2500000,2.0,2.0,675.0,0,43,427
9000000,4.0,4.0,1800.0,0,6,53
45000000,3.0,3.0,1456.0,3,48,257
7200000,3.0,3.0,1275.0,0,2,438
5750000,3.0,3.0,1150.0,0,40,340
10700000,3.0,3.0,1400.0,0,15,319
6710000,3.0,3.0,1220.0,0,3,219
10500000,3.0,3.0,1450.0,0,43,273
10500000,3.0,3.0,1450.0,0,43,273
9425000,3.0,3.0,1450.0,0,66,351
10000000,3.0,3.0,1320.0,0,44,293
9905000,3.0,3.0,1415.0,0,44,293
6500000,3.0,2.0,1250.0,0,6,52
11500000,3.0,3.0,1570.0,0,11,50
11500000,3.0,3.0,1570.0,0,11,50
10000000,3.0,3.0,1570.0,0,11,50
6200000,2.0,2.0,1050.0,0,1,48
6800000,2.0,3.0,1150.0,0,1,48
7600000,3.0,3.0,1300.0,0,1,48
11000000,3.0,4.0,1400.0,0,63,425
25000000,4.0,5.0,2200.0,0,36,53
9425000,3.0,3.0,1450.0,0,66,351
9425000,3.0,3.0,1450.0,0,66,351
4000000,3.0,2.0,1020.0,0,40,224
3600000,2.0,2.0,815.0,0,3,272
9500000,2.0,2.0,925.0,0,15,318
4500000,3.0,2.0,1000.0,0,40,224
4500000,3.0,3.0,1000.0,0,40,224
5700000,3.0,3.0,1200.0,0,13,377
6626300,3.0,3.0,1541.0,0,10,155
6561800,3.0,3.0,1526.0,0,10,155
6561800,3.0,3.0,1526.0,0,10,155
8100000,3.0,4.0,1350.0,0,38,204
8100000,3.0,4.0,1350.0,0,38,204
7500000,3.0,3.0,1250.0,0,38,204
11500000,3.0,3.0,1640.0,0,11,57
16500000,3.0,3.0,1540.0,0,6,48
7438500,3.0,3.0,1653.0,0,52,105
7438500,3.0,3.0,1653.0,0,52,105
9500000,3.0,3.0,1600.0,0,6,53
25000000,4.0,5.0,2200.0,0,36,53
25000000,4.0,5.0,2200.0,0,36,53
19000000,3.0,3.0,2184.0,3,14,185
23000000,3.0,4.0,2200.0,0,40,226
18848500,3.0,3.0,1639.0,0,36,48
20677000,3.0,3.0,1798.0,0,36,48
20677000,3.0,3.0,1798.0,0,36,48
3500000,2.0,2.0,700.0,0,15,440
7000000,2.0,2.0,1000.0,0,36,53
4000000,3.0,2.0,950.0,0,40,107
10000000,3.0,3.0,1450.0,0,66,351
23000000,3.0,4.0,2200.0,0,40,226
12400000,3.0,3.0,1550.0,0,11,55
12400000,3.0,3.0,1550.0,0,11,55
12400000,3.0,3.0,1550.0,0,11,55
12400000,3.0,3.0,1550.0,0,11,55
7400000,3.0,3.0,1175.0,0,63,425
5469600,3.0,3.0,1272.0,0,10,155
6626300,3.0,3.0,1541.0,0,10,155
5469600,3.0,3.0,1272.0,0,10,155
8000000,3.0,3.0,1350.0,0,20,152
10000000,3.0,3.0,1335.0,0,59,298
19000000,4.0,4.0,2017.0,0,56,72
5000000,3.0,2.0,1100.0,0,40,450
5500000,3.0,3.0,1285.0,0,40,346
5500000,3.0,3.0,1100.0,0,15,440
5000000,3.0,3.0,1000.0,0,15,440
3220000,3.0,2.0,1150.0,0,53,91
3220000,3.0,2.0,1150.0,0,53,91
9600000,3.0,3.0,1500.0,0,66,352
9600000,3.0,3.0,1500.0,0,66,352
18000000,4.0,4.0,2100.0,0,40,226
18848500,3.0,3.0,1639.0,0,36,48
20677000,3.0,3.0,1798.0,0,36,48
8200000,3.0,3.0,1250.0,0,40,278
5500000,3.0,3.0,1300.0,0,3,272
9500000,3.0,3.0,2912.0,3,22,95
11500000,3.0,3.0,2000.0,0,40,340
13500000,3.0,4.0,1665.0,0,47,49
6800000,3.0,2.0,940.0,0,15,76
9500000,3.0,3.0,1450.0,0,61,246
15000000,3.0,3.0,1826.0,0,11,50
15475000,3.0,4.0,1925.0,0,11,50
7150000,3.0,3.0,1300.0,0,10,155
7150000,3.0,3.0,1300.0,0,10,155
7150000,3.0,3.0,1300.0,0,10,155
7150000,3.0,3.0,1300.0,0,10,155
3600000,2.0,2.0,900.0,0,0,31
3700000,3.0,2.0,960.0,0,13,240
10871000,3.0,3.0,1553.0,0,40,345
8500000,3.0,4.0,1470.0,0,40,278
11625000,3.0,3.0,1550.0,0,11,55
13104000,3.0,4.0,1872.0,0,40,345
9500000,3.0,4.0,1230.0,0,66,350
4300000,3.0,2.0,1170.0,0,13,19
11000000,3.0,3.0,1400.0,0,11,50
11000000,3.0,3.0,1400.0,0,11,50
11000000,3.0,3.0,1400.0,0,11,50
11000000,3.0,3.0,1400.0,0,11,50
4500000,2.0,2.0,650.0,0,43,24
4700000,3.0,2.0,950.0,0,6,406
4700000,3.0,2.0,950.0,0,6,406
4500000,2.0,2.0,650.0,0,43,24
15000000,3.0,3.0,1639.0,0,47,52
3870000,2.0,2.0,860.0,0,15,440
3825000,2.0,2.0,850.0,0,15,440
7500000,3.0,3.0,1150.0,0,43,393
5000000,3.0,2.0,1000.0,0,22,47
5500000,3.0,2.0,1322.0,0,13,118
6700000,4.0,3.0,1620.0,0,13,118
6500000,3.0,3.0,1442.0,0,13,118
23985000,4.0,4.0,2665.0,0,19,254
6000000,3.0,3.0,1100.0,0,40,341
6040000,3.0,3.0,1208.0,0,13,412
6600000,3.0,3.0,1220.0,0,13,412
39000000,3.0,4.0,2000.0,0,4,311
12500000,3.0,4.0,1600.0,0,66,370
7200000,3.0,3.0,1275.0,0,40,341
4700000,3.0,2.0,900.0,0,40,341
4500000,3.0,2.0,900.0,0,40,341
7200000,3.0,3.0,1150.0,0,37,281
7200000,3.0,3.0,1250.0,0,31,422
7500000,3.0,3.0,1244.0,0,31,422
18000000,3.0,3.0,1950.0,0,29,127
37000000,3.0,3.0,2176.0,0,4,311
7000000,3.0,3.0,1530.0,0,13,412
6000000,2.0,2.0,915.0,0,38,445
6812000,3.0,3.0,1275.0,0,13,19
4500000,3.0,3.0,1100.0,0,13,113
4500000,3.0,3.0,900.0,0,13,19
4800000,4.0,3.0,1220.0,0,13,113
6656000,3.0,3.0,1310.0,0,13,19
6375000,3.0,3.0,1330.0,0,13,19
11200000,3.0,3.0,1400.0,0,43,419
7000000,3.0,3.0,3640.0,3,65,200
3558000,3.0,3.0,1186.0,0,53,82
2704800,3.0,2.0,966.0,0,53,82
5800000,3.0,2.0,1000.0,0,31,422
4000000,2.0,1.0,650.0,0,7,132
8870000,3.0,3.0,1634.0,0,10,407
10590000,3.0,3.0,1978.0,0,10,407
8865000,3.0,3.0,1633.0,0,10,407
8865000,3.0,3.0,1633.0,0,10,407
6750000,3.0,3.0,1350.0,0,13,19
8400000,3.0,3.0,1200.0,0,61,426
8820000,3.0,3.0,1260.0,0,61,426
10000000,3.0,3.0,1350.0,0,19,254
7750000,3.0,3.0,1300.0,0,13,19
20000000,4.0,5.0,2929.0,0,11,52
5000000,2.0,2.0,915.0,0,38,386
7500000,3.0,3.0,1347.0,0,52,106
7438500,3.0,3.0,1653.0,0,52,105
7438500,3.0,3.0,1653.0,0,52,105
13000000,3.0,4.0,1750.0,0,11,52
18500000,3.0,4.0,1950.0,0,11,52
2704800,3.0,2.0,966.0,0,53,82
2704800,3.0,2.0,966.0,0,53,82
3558000,3.0,3.0,1186.0,0,53,82
8820000,3.0,3.0,1260.0,0,61,426
2704800,3.0,2.0,966.0,0,53,82
2704800,3.0,2.0,966.0,0,53,82
2704800,3.0,2.0,966.0,0,53,82
2704800,3.0,2.0,966.0,0,53,82
8400000,3.0,3.0,1200.0,0,61,426
3558000,3.0,3.0,1186.0,0,53,82
6800000,2.0,2.0,800.0,0,11,50
5800000,3.0,2.0,1000.0,0,31,422
9780000,3.0,3.0,1630.0,0,11,50
6000000,3.0,3.0,1000.0,0,11,50
6000000,2.0,2.0,1000.0,0,11,50
6800000,2.0,2.0,800.0,0,11,50
6000000,3.0,3.0,1000.0,0,11,50
17000000,3.0,3.0,2160.0,3,0,399
7500000,3.0,3.0,1130.0,0,43,171
18848500,3.0,3.0,1639.0,0,36,48
20677000,3.0,3.0,1798.0,0,36,48
10500000,3.0,4.0,1397.0,0,36,52
5500000,2.0,2.0,825.0,0,43,295
8200000,3.0,3.0,1250.0,0,11,58
2800000,2.0,2.0,500.0,0,7,43
24000000,4.0,4.0,3480.0,0,66,350
6172000,3.0,3.0,960.0,0,10,100
6115000,3.0,2.0,950.0,0,10,100
3800000,2.0,2.0,798.0,0,40,278
9900500,3.0,3.0,1362.0,0,6,50
6172000,3.0,2.0,960.0,0,10,100
5400000,3.0,2.0,1000.0,0,31,422
5000000,3.0,2.0,1145.0,0,13,240
6200000,2.0,3.0,1050.0,0,0,260
8200000,3.0,3.0,1250.0,0,11,58
2600000,2.0,1.0,650.0,0,24,242
20000000,3.0,3.0,1456.0,3,3,405
5100000,3.0,3.0,1220.0,0,13,4
9000000,3.0,3.0,1400.0,0,41,83
11000000,3.0,4.0,1553.0,0,40,345
8700000,3.0,4.0,1553.0,0,40,345
12500000,3.0,4.0,1872.0,0,40,345
11000000,3.0,3.0,1350.0,0,11,55
3200000,2.0,2.0,910.0,0,31,125
3200000,2.0,2.0,910.0,0,31,125
9600000,3.0,3.0,1600.0,0,66,351
2800000,2.0,1.0,650.0,0,63,448
4000000,2.0,2.0,900.0,0,31,125
4500000,2.0,2.0,830.0,0,43,276
4050000,2.0,2.0,900.0,0,20,297
6000000,2.0,2.0,930.0,0,66,352
6300000,2.0,2.0,990.0,0,66,352
6000000,2.0,2.0,930.0,0,66,352
6000000,2.0,2.0,930.0,0,66,352
7430000,3.0,3.0,1155.0,0,43,37
8588000,3.0,3.0,1348.0,0,43,37
6242000,2.0,2.0,957.0,0,43,37
7430000,3.0,3.0,1155.0,0,43,37
6242000,2.0,2.0,957.0,0,43,37
6242000,2.0,2.0,957.0,0,43,37
4050000,2.0,2.0,900.0,0,20,297
4050000,2.0,2.0,900.0,0,20,297
45000000,3.0,3.0,7280.0,3,11,61
37500000,3.0,3.0,5096.0,3,11,61
4500000,3.0,2.0,1150.0,0,40,278
8300000,4.0,3.0,1540.0,0,43,230
7500000,3.0,2.0,1250.0,0,43,230
6000000,3.0,3.0,2184.0,3,13,92
20000000,3.0,3.0,4140.0,3,6,218
4050000,2.0,2.0,900.0,0,20,297
4750000,2.0,2.0,900.0,0,43,230
4750000,2.0,2.0,900.0,0,43,230
65000000,3.0,3.0,5096.0,3,51,353
12480000,3.0,3.0,2912.0,3,3,99
22000000,4.0,5.0,2400.0,0,8,306
8000000,3.0,2.0,960.0,0,46,108
35000000,3.0,3.0,3600.0,3,66,356
25000000,3.0,3.0,2160.0,3,66,354
9050000,3.0,3.0,1500.0,0,10,407
9050000,3.0,3.0,1500.0,0,10,407
16500000,3.0,3.0,3960.0,3,40,342
15936000,3.0,3.0,2390.0,3,40,346
5197500,3.0,2.0,1155.0,0,52,449
4680000,3.0,2.0,1040.0,0,52,449
15000000,3.0,3.0,1677.0,0,43,384
3800000,3.0,2.0,1088.0,0,13,240
7000000,3.0,3.0,1300.0,0,43,276
13588000,3.0,3.0,1011.0,0,43,384
4680000,3.0,2.0,1040.0,0,52,449
4680000,3.0,2.0,1040.0,0,52,449
4680000,3.0,2.0,1040.0,0,52,449
5197500,3.0,2.0,1155.0,0,52,449
5197500,3.0,2.0,1155.0,0,52,449
5287500,3.0,2.0,1175.0,0,52,449
5287500,3.0,2.0,1175.0,0,52,449
5287500,3.0,2.0,1175.0,0,52,449
4950000,3.0,2.0,1100.0,0,52,449
4950000,3.0,2.0,1100.0,0,52,449
12500000,3.0,3.0,1250.0,0,46,108
11000000,3.0,4.0,1260.0,0,11,57
13000000,4.0,4.0,1820.0,0,59,320
7000000,3.0,3.0,1160.0,0,38,445
7200000,3.0,3.0,1350.0,0,61,246
7200000,3.0,3.0,1350.0,0,61,246
7500000,3.0,3.0,1420.0,0,61,246
7200000,3.0,3.0,1350.0,0,61,246
5775000,3.0,2.0,1050.0,0,22,95
5775000,3.0,2.0,1050.0,0,22,95
5775000,3.0,2.0,1050.0,0,22,95
5775000,3.0,3.0,1050.0,0,22,95
5775000,3.0,2.0,1050.0,0,22,95
5775000,3.0,2.0,1050.0,0,22,95
5775000,3.0,2.0,1050.0,0,22,95
6875000,3.0,2.0,1250.0,0,22,95
10056000,3.0,3.0,1424.0,0,10,222
7768800,3.0,3.0,1236.0,0,10,197
7867400,3.0,3.0,1253.0,0,10,197
8070400,3.0,3.0,1288.0,0,10,197
7768800,3.0,3.0,1236.0,0,10,197
7867400,3.0,3.0,1253.0,0,10,197
8070400,3.0,3.0,1288.0,0,10,197
10056000,3.0,3.0,1424.0,0,10,222
6500000,3.0,3.0,1100.0,0,6,58
6200000,3.0,3.0,1100.0,0,6,58
6200000,3.0,3.0,1100.0,0,6,58
25000000,3.0,3.0,3640.0,3,40,342
4050000,2.0,2.0,900.0,0,20,297
4050000,2.0,2.0,900.0,0,20,297
4050000,2.0,2.0,900.0,0,20,297
4700000,2.0,2.0,900.0,0,43,171
3000000,2.0,2.0,650.0,0,40,347
6500000,3.0,2.0,1200.0,0,20,451
6000000,3.0,2.0,1125.0,0,37,41
4250000,3.0,2.0,997.0,0,22,188
6000000,3.0,3.0,1200.0,0,43,392
5975000,3.0,3.0,1195.0,0,43,392
5000000,3.0,3.0,1800.0,1,21,267
5000000,3.0,2.0,1020.0,0,35,381
25000000,3.0,3.0,1456.0,3,40,343
39000000,3.0,3.0,4368.0,3,22,122
37500000,3.0,3.0,5096.0,3,11,61
5000000,3.0,3.0,1145.0,0,13,19
4500000,3.0,3.0,1350.0,0,6,51
10000000,3.0,3.0,1420.0,0,6,50
4500000,3.0,3.0,1350.0,0,6,51
4700000,3.0,3.0,1350.0,0,6,51
7500000,4.0,4.0,1500.0,0,0,77
7500000,4.0,4.0,1500.0,0,0,77
10700000,4.0,4.0,1400.0,0,43,259
6500000,3.0,3.0,1350.0,0,43,392
7500000,4.0,3.0,1550.0,0,43,392
5600000,3.0,3.0,1350.0,0,43,392
4250000,3.0,2.0,997.0,0,22,188
10000000,3.0,3.0,1175.0,0,15,328
4900000,3.0,2.0,975.0,0,40,101
4600000,3.0,2.0,975.0,0,40,101
9200000,3.0,3.0,1250.0,0,41,338
6200000,3.0,3.0,1350.0,0,43,392
9800000,3.0,3.0,1500.0,0,54,244
2500000,2.0,2.0,650.0,0,40,343
5800000,4.0,4.0,1300.0,0,40,343
8700000,4.0,3.0,1800.0,0,6,53
5335000,2.0,2.0,970.0,0,59,320
7403000,3.0,3.0,1346.0,0,59,320
7000000,4.0,4.0,1550.0,0,21,265
6500000,4.0,4.0,1450.0,0,21,265
6500000,4.0,4.0,1450.0,0,21,265
6500000,4.0,4.0,1550.0,0,21,265
4725000,2.0,2.0,1050.0,0,13,113
4725000,2.0,2.0,1050.0,0,13,113
5000000,3.0,3.0,1240.0,0,13,377
12500000,3.0,3.0,1350.0,0,9,299
3220000,3.0,2.0,1150.0,0,53,91
3220000,3.0,2.0,1150.0,0,53,91
7000000,4.0,4.0,1550.0,0,21,265
12000000,3.0,3.0,1640.0,0,29,114
4950000,2.0,2.0,900.0,0,27,179
4950000,2.0,2.0,900.0,0,27,179
4950000,2.0,2.0,900.0,0,27,179
7150000,3.0,3.0,1300.0,0,27,179
7150000,3.0,3.0,1300.0,0,27,179
7150000,3.0,3.0,1300.0,0,27,179
3500000,2.0,2.0,700.0,0,20,333
8000000,3.0,3.0,1600.0,0,20,333
7155000,3.0,3.0,1350.0,0,20,333
3300000,2.0,2.0,700.0,0,43,27
75000000,4.0,4.0,4200.0,0,18,130
14200000,3.0,3.0,1550.0,0,47,54
9200000,3.0,4.0,1500.0,0,1,52
7000000,3.0,3.0,1400.0,0,1,54
7000000,3.0,3.0,1330.0,0,1,54
7500000,3.0,3.0,1330.0,0,1,54
7500000,3.0,3.0,1330.0,0,1,54
7500000,3.0,3.0,1330.0,0,1,54
10400000,3.0,3.0,1400.0,0,43,419
9500000,3.0,3.0,1150.0,0,11,52
26000000,3.0,3.0,1850.0,0,18,131
35000000,3.0,3.0,2600.0,0,18,131
6200000,3.0,2.0,1004.0,0,1,54
7000000,2.0,2.0,1065.0,0,66,353
3500000,2.0,2.0,1060.0,0,65,196
11000000,3.0,3.0,1400.0,0,66,352
10500000,3.0,3.0,2184.0,3,11,61
3325000,2.0,2.0,875.0,0,43,73
3325000,2.0,2.0,875.0,0,43,73
2300000,2.0,2.0,850.0,0,40,347
6500000,3.0,3.0,1050.0,0,3,383
9000000,5.0,4.0,2250.0,0,6,53
55000000,3.0,3.0,3640.0,3,11,48
26000000,3.0,3.0,2184.0,3,6,56
5500000,3.0,3.0,1250.0,0,23,194
4300000,3.0,2.0,900.0,0,23,194
7200000,3.0,3.0,1200.0,0,6,51
3900000,2.0,2.0,875.0,0,0,31
10826400,3.0,3.0,1388.0,0,15,440
10670400,3.0,3.0,1368.0,0,15,440
10826400,3.0,3.0,1388.0,0,15,440
10670400,3.0,3.0,1368.0,0,15,440
6875000,3.0,3.0,1240.0,0,6,51
4500000,2.0,2.0,812.0,0,59,313
5692500,3.0,3.0,1265.0,0,6,50
9800000,3.0,3.0,1384.0,0,66,351
3600000,2.0,2.0,900.0,0,21,164
11000000,3.0,3.0,1350.0,0,11,55
29000000,3.0,3.0,1922.0,0,18,131
5500000,3.0,3.0,1100.0,0,20,333
16500000,3.0,4.0,2050.0,0,11,48
12000000,4.0,4.0,2040.0,0,11,57
12000000,4.0,4.0,2040.0,0,11,57
16000000,4.0,4.0,2040.0,0,11,57
14500000,3.0,4.0,2000.0,0,11,57
7200000,3.0,3.0,1200.0,0,6,51
7200000,3.0,3.0,1200.0,0,6,51
25500000,4.0,3.0,2234.0,0,36,53
19350000,4.0,4.0,2150.0,0,66,353
25000000,4.0,4.0,2700.0,0,66,353
19350000,4.0,4.0,2150.0,0,66,353
19350000,4.0,4.0,2150.0,0,66,353
19350000,4.0,4.0,2150.0,0,66,353
17000000,3.0,4.0,2000.0,0,11,48
15000000,3.0,3.0,2000.0,0,43,27
11900000,3.0,3.0,1700.0,0,50,286
12750000,3.0,3.0,1500.0,0,66,350
7500000,3.0,3.0,1115.0,0,6,406
8100000,4.0,3.0,1550.0,0,6,406
7500000,3.0,3.0,1400.0,0,6,406
7700000,3.0,3.0,1400.0,0,52,449
10000000,3.0,3.0,1228.0,0,8,58
9600000,3.0,3.0,1370.0,0,38,387
9600000,3.0,3.0,1370.0,0,38,387
10000000,3.0,3.0,1325.0,0,58,396
8400000,3.0,3.0,1220.0,0,43,171
34305000,3.0,3.0,2200.0,0,18,130
7425000,3.0,3.0,1350.0,0,52,449
6500000,3.0,2.0,925.0,0,66,352
6500000,3.0,2.0,925.0,0,66,352
5500000,3.0,2.0,1100.0,0,20,152
5500000,3.0,2.0,1100.0,0,20,152
7500000,3.0,2.0,1450.0,0,6,53
8725000,3.0,3.0,1250.0,0,10,38
25000000,8.0,8.0,4500.0,1,20,152
3800000,2.0,2.0,850.0,0,40,347
12100000,4.0,4.0,1900.0,0,6,50
6400000,2.0,2.0,950.0,0,6,50
6000000,3.0,3.0,1050.0,0,66,353
8280000,3.0,3.0,1280.0,0,10,38
8725000,3.0,3.0,1250.0,0,10,38
7200000,4.0,3.0,1600.0,0,6,406
3500000,2.0,2.0,850.0,0,40,107
25000000,3.0,3.0,1353.0,3,15,69
6500000,3.0,3.0,1350.0,0,40,278
6500000,3.0,3.0,1350.0,0,40,278
6500000,3.0,3.0,1350.0,0,40,278
6000000,3.0,2.0,1100.0,0,20,297
5000000,2.0,2.0,800.0,0,20,297
5000000,2.0,2.0,800.0,0,20,297
7500000,5.0,4.0,1750.0,0,40,107
7000000,3.0,3.0,1400.0,0,6,51
7000000,3.0,3.0,1400.0,0,6,51
7000000,3.0,3.0,1400.0,0,6,51
7000000,3.0,3.0,1400.0,0,6,51
7000000,3.0,2.0,1400.0,0,6,51
7000000,3.0,2.0,1400.0,0,6,51
6875000,3.0,3.0,1240.0,0,6,51
7000000,3.0,2.0,1400.0,0,6,51
15500000,3.0,3.0,2000.0,0,40,278
5000000,3.0,3.0,1100.0,0,40,278
3000000,3.0,3.0,360.0,3,43,65
6000000,3.0,3.0,1180.0,0,6,53
65000000,4.0,4.0,3600.0,0,18,131
33000000,3.0,3.0,2200.0,0,18,131
6500000,3.0,3.0,1350.0,0,40,278
6500000,3.0,3.0,1350.0,0,40,278
6500000,3.0,3.0,1350.0,0,40,278
5900000,2.0,2.0,1029.0,0,38,129
12500000,3.0,3.0,1250.0,0,63,238
11000000,3.0,3.0,1350.0,0,11,55
11000000,3.0,3.0,1350.0,0,11,55
11000000,3.0,3.0,1350.0,0,11,55
11000000,3.0,3.0,1350.0,0,11,55
13900000,3.0,3.0,1390.0,0,63,238
12500000,3.0,3.0,1250.0,0,63,238
13900000,3.0,3.0,1390.0,0,63,238
5500000,3.0,3.0,1254.0,0,3,434
4700000,3.0,2.0,1160.0,0,3,434
6875000,3.0,3.0,1250.0,0,43,259
18840000,3.0,4.0,1884.0,0,11,52
18840000,3.0,4.0,1884.0,0,11,52
18840000,3.0,4.0,1884.0,0,11,52
6000000,3.0,3.0,1180.0,0,6,53
4700000,2.0,2.0,940.0,0,3,383
5500000,3.0,3.0,1100.0,0,7,248
13000000,3.0,3.0,2075.0,0,11,55
4950000,3.0,2.0,1100.0,0,40,223
4950000,3.0,2.0,1100.0,0,40,223
4950000,3.0,2.0,1100.0,0,40,223
4950000,3.0,2.0,1100.0,0,40,223
4950000,3.0,2.0,1100.0,0,40,223
4950000,3.0,2.0,1100.0,0,40,223
4950000,3.0,2.0,1100.0,0,40,223
4950000,3.0,2.0,1100.0,0,40,223
4950000,3.0,2.0,1100.0,0,40,223
4950000,3.0,2.0,1100.0,0,40,223
4950000,3.0,2.0,1100.0,0,40,223
4950000,3.0,2.0,1100.0,0,40,223
4950000,3.0,2.0,1100.0,0,40,223
4950000,3.0,2.0,1100.0,0,40,223
4950000,3.0,2.0,1100.0,0,40,223
4950000,3.0,2.0,1100.0,0,40,223
4950000,3.0,2.0,1100.0,0,40,223
4950000,3.0,2.0,1100.0,0,40,223
4950000,3.0,2.0,1100.0,0,40,223
4950000,3.0,2.0,1100.0,0,40,223
4950000,3.0,2.0,1100.0,0,40,223
4950000,3.0,2.0,1100.0,0,40,223
